plat_user_id
7038253
12111660
1016641
984602
7265598
8980901
338251
407573
560870
10646237
407577
9976418
1574842
10867781
11879460
1718404
295632
8036166
9968676
6150566
7569625
aoeo旗舰店
1173446
7142392
11244541
6419499
6254395
11244754
2617317
77977
11362806
1491878
8983754
11580866
9165591
6379550、
9217827
8289602
鑫福瑞砍价王
1743121
3369415
7504872
7163232
1481249
2184394
4140977
1573196
3689454
7658327
429169191
988555
8045386
2827092
9965627
8388282
354026
6736674
852169
7078061
8641799
8754655
10660431
1066043
1545304
8782253
9696113
1638962
10437917
"8040382
"
6789654
999863
7461129
7001306
11338853
1896157411
6379550
1044430
8040382
5934966
1301091
10001
250938259
1223063
9132731
8877
1234
9726268
9686620
4907933
6478812
1842808
1689366
403293
8760618
0
10608921
105936
6796130
8255971
7694818
704822
9991393
9052778
1645967
8249747
10823835
1217768
2353421
11241602
可欣女孩穿搭的严选小店
11802144
2177285637
11128715
2882694
7198619
1128715
6875795
5332716
5062977
6053017
3421316008904765
10916180
888055750727736
4494398048185367
1223063oluoba.com
160的逗逗
浩哥女装1号店
猎蒙服饰男装工厂每天秒杀
星际小熊精品童装
大布小布Studio
1447dd2f687f6aa4ad277df128eb4e90
163685932
一喜推荐官
13544811
花心的女孩
1223063 
399009
4463798
hjywfm520
苏州小黄鸭母婴用品有限公司
小黄鸭旗舰店
15725403
美的中百专卖店
美的Midea厨具精品直播间
美的Midea力景专卖店
4416411
20804423
28448223
85534906914
3271760446497902
nidexiaoshij64
顾家家居旗舰店
13271812
马登工装旗舰店ID
13240504
13208045
2534162
小清母婴专营店
Maden马登男鞋旗舰店
Mr.A阿美咔叽专卖店
马登工装旗舰店
5964544
3663213680663188
马登男装
518894
7749932
顾家家居官方旗舰店
2075481639233448
11876887
11201092
捣个糖文化官方账号
5432121
6211365
3639641
铁鸟数码专营店
3127581
716370
14444286
星辰优选
9715749
7709458
5661408
7694523
广州贝诗佳化妆品贸易
21314898
26276983
11042610
5773400
1598055
8353143
1804710
7506514
902588
18915713888
7942033
Mr.Bu旗舰店
24349685
佰城优品
药知堂专属店
16344692
6244878
新边界旗舰店
457020962797469
9780885
12881815
20492846
15736280
15063304
飞利浦净饮水旗舰店
优播品专属店
4837339
24311912
23546432
18224728
飞利浦饮水旗舰店
飞利浦厨卫旗舰店
9543972
18367448025
贝诗佳美妆官方旗舰店
1488579
13922103
1221047
18591401
漠里姐姐家的店
漠里优选旗舰店
481003
3034955
21972806
31022751
陈建平旗舰店
6110518
4106054
29738910
窝小芽母婴旗舰店
1049758
23351329
14414589
26488865
19869735
24337704
布先生服饰旗舰店
9977874
17818882
386653687134254
528178727104936
1565303571229710
7270925
鸿星而福
19795637
28614484
8015018
634495
25723825
16437940
14280186
28616958
14813763
7251055
13072963616
43469785
5942242
太阳家居家日用旗舰店
33181050
16074831
17832997
708357
27817780
13763615
23450364
3801368
33684781
20146275
西妮旗舰店
33850648
8670404
3246488
20358598
18996193878
九月园艺
65436
26337522
11411043
13283939
3465262123203703
7495029
8436995
29217701
原始人户外旗舰店
359191
童梦晴天童鞋旗舰店
20029597
pdd32825911485
22845937
Hellotun
4711352
18934954
16828916
17299928
25138315
14772838
21432686
18311335
1617199
19158813019
18601288731
13006468
25959506
9266501
6480147
13822611
5146068
14929225
43353860
32444568
229132570464472
13741171
1884231
4160200289291326
KCHK潮牌
TTUN
蜡象旗舰店
105300125813
44601033
46478817
5182051
24845908
4121284
糖粒内衣旗舰店
157315
tb425734443
1185361
85251626569
30997086
42768235
倍思自营旗舰店
9479460
756092068430350
1533689
6132795
14119717
25025610
10461048
286729
48443745
足迹鞋坊
5224486
先锋电器旗舰店
13428828
1612624
8503982
633130
6013294
14778885
远信首饰舰旗店
15947380
427029
16160018
1917983743299242
15054473
43492443
18157749
919620899312295
2041136725106797
42666931
33047057
1751861
674719
3988623816922980
跃我官方旗舰店
9113467
1633634
诗嘉丽餐饮具旗舰店
4321027
31884028
25139847
齐善素食
6010630
8717618
1961992987870027
弘景图书专营店
14457225
3440403
25374769
1149276
33405027
JoyrootsPlanet
9533949
2535083
13457762
JoyrootsPla
29634054
40045511
27127089
29396978
8422161
蓝宝Blaupunkt厨房电器旗舰店
Kronenbourg1664官方旗舰店
乌苏啤酒官方旗舰店
乐堡啤酒旗舰店
Miss成成
6801771
41005136
40024987
4604078
19127343
道易本草旗舰店
16805700
惠普秋田打印机专卖店
奶糖派旗舰店
奶糖派内衣旗舰店
33684712
6555051
14504623
12706899
17437985
17437222
12715303
8712820
10523490
28162485
32556072
30795618
38813431
38893153
38906384
13559727
27236570
13812872
14607454
45891967
1758765
未知
21341637
未知的
火星人集成灶旗舰店
火星人家电旗舰店
中国邮政速递贵州省电商物流分公司
319311
21495622
15350125
37487581
669485
目颜官方旗舰店
31880504
11915428
13478944
黄小姐
1644032
12615866
42664005
26138434
13458291
黄小姐旗舰店
8845500
32257388
AMD旗舰店
1818935
29062701
43156298
14884657
18767597
24942138
红小厨Red Chef官方旗舰店
红小厨red chef官方旗舰店
36148669387
5212203
君乐宝润下乳品专卖店
宁晓非
景德镇启励陶瓷有限公司的小店
16695927
39936583
48388456
3133695
5950400
39326284
君乐宝万道乳品专卖店
1057884
天火SKY FIRE智鸿运动户外专卖店
13186993283
31443349
2357788172384509
东菱Donlim官方旗舰店
UODO优沃朵官方旗舰店
古帛朵旗舰店
103726652046
3751795
8713309
冠龙礼品家居旗舰店
15047174
看我家居旗舰店
2687415
8740964
19195683
碧波秋月生鲜旗舰店
味好汇专营店
3859478
老板电器--小一
老板电器
老板旗舰店
soleusair旗舰店
五粮液官方旗舰店
24907210
567894
616374
2343214
20190019
普安特宠物用品旗舰店
4148864
15122281
立太旗舰店
路心梦旗舰店
49604215
7491621
6119707
2887237128
升邦母婴专营店
4389716743435368
54355554
54920591
55218819
185721
黄小姐功能贴身衣物店
8003118
17867270
23349328
7966726
信开数码专营店
28110958
千禾官方旗舰店
14902049
897269
原始原素家居旗舰店
1173679
55461121
7392273
千禾旗舰店
11741989
15364421
41120487
海尔官方旗舰店
27553210
18397645
1155343
55981161
11725223
28394285
12846433
16627236
47732851
41161266
44942136
刘志强钓具运动户外专卖店
17736052771
16453882
1509774
1054649
38180556
55977947
55988310
55992271
19956678
老板官方旗舰店
jhxhb1988
189776
素士个护护理旗舰店
4609649
素士官方旗舰店
如川美酒
25641710
28382109
32198717
28200409
20470734
6306808
12940612
IPASON攀升官方旗舰店
曹梦婷
24646497
45043845
25251460
2608056
15019089
3868861
振德家居日用旗舰店
49916289
15030647
素士个人旗舰店
51811581
14111733
15606040
12273718
17427112
星优官方旗舰店
非萌特旗舰店：3729986266338376
22152591
14068925
191195683
2476436
3069530
7495062
6813033
46675186
37486295
3131834386103272
玩具先生玩具旗舰店
55743070
17861369
792000
20991376
6809547
14388693
15018849
德佑官方旗舰店
51035191
清宜官方旗舰店
42100656
56573088
56575305
56576858
15398249
22152132
7319996
18098952
6765508
56591058
44629168
嘉华鲜花饼官方旗舰店
Mr.Bu服饰旗舰店
50160916
33383324
1362271
67278475825
57105862
37512827
55748014
LOVO官方旗舰店
8839318
20088850
53071675
高梵童装旗舰店
乔安旗舰店
摩飞电器厨房旗舰店
33409462
3733665
49252789
53976578
56192754
欧意朗旗舰店
25106252
1756227
24803134
166349
48941842
27631609
56575992
56576522
49017588
606744
56626117
57553045
20465255
22910615
realme本分专卖店
10347703
19152815
58358735
42954946
43318107
54973718
56647317
12212375
53401222
790963197
20747921
17949262
14847340
5630152
16679816
18758684
18824716
大宇方信专卖店
23808044
14287948
5387320
22647356
49940620
54442953
32352104
14011239
38550264
1610511
31202206
26971662
9731663
无线秘密旗舰店
UGUT旗舰店
60917498
51188503
7510399
158113
14656068
9099444
4213051
新疆包邮妹好物
新疆百货零食好物
新疆包邮精选
12304954
新疆精选二号店
摩飞电器小家电旗舰店
57338792
12126932
19025125
3255013495284199
18264573
12295672
3171642
56733440
10872861
12737782
22589456
49138350
48590001
396897
49152655
12728233
桂花鸭官方旗舰店
14044158
爱果乐官方旗舰店
16027483
93881677488
648014
米小芽食品旗舰店
慕媛旗舰店
佳能盛瑞打印机专卖店
7966726	
31560737
米度丽旗舰店
奔康保健品专营店
学威旗舰店
