电影名,详情页,豆瓣评分,封面图片
海边的曼彻斯特,https://movie.douban.com/subject/25980443/,8.6,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg
雨人,https://movie.douban.com/subject/1291870/,8.7,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg
波西米亚狂想曲,https://movie.douban.com/subject/5300054/,8.6,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg
初恋这件小事,https://movie.douban.com/subject/4739952/,8.5,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg
恋恋笔记本,https://movie.douban.com/subject/1309163/,8.5,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg
人工智能,https://movie.douban.com/subject/1302827/,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg
青蛇,https://movie.douban.com/subject/1303394/,8.6,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg
虎口脱险,https://movie.douban.com/subject/1296909/,8.9,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg
末路狂花,https://movie.douban.com/subject/1291992/,8.9,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg
终结者2：审判日,https://movie.douban.com/subject/1291844/,8.8,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg
疯狂的麦克斯4：狂暴之路,https://movie.douban.com/subject/3592854/,8.7,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg
罗生门,https://movie.douban.com/subject/1291879/,8.8,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg
新龙门客栈,https://movie.douban.com/subject/1292287/,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg
无耻混蛋,https://movie.douban.com/subject/1438652/,8.7,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1086394013.jpg
千钧一发,https://movie.douban.com/subject/1300117/,8.8,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg
崖上的波妞,https://movie.douban.com/subject/1959877/,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg
萤火虫之墓,https://movie.douban.com/subject/1293318/,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg
芙蓉镇,https://movie.douban.com/subject/1297880/,9.3,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2174804034.jpg
花束般的恋爱,https://movie.douban.com/subject/34874432/,8.6,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2868462052.jpg
彗星来的那一夜,https://movie.douban.com/subject/25807345/,8.6,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg
奇迹男孩,https://movie.douban.com/subject/26787574/,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg
爱乐之城,https://movie.douban.com/subject/25934014/,8.4,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395517414.jpg
黑客帝国2：重装上阵,https://movie.douban.com/subject/1304141/,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg
二十二,https://movie.douban.com/subject/26430107/,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg
哈利·波特与死亡圣器(上),https://movie.douban.com/subject/2051007/,8.5,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p721429854.jpg
血钻,https://movie.douban.com/subject/1428175/,8.7,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg
战争之王,https://movie.douban.com/subject/1419936/,8.7,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg
步履不停,https://movie.douban.com/subject/2222996/,8.8,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg
火星救援,https://movie.douban.com/subject/25864085/,8.5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896589468.jpg
房间,https://movie.douban.com/subject/25724855/,8.8,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg
魂断蓝桥,https://movie.douban.com/subject/1293964/,8.8,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg
千年女优,https://movie.douban.com/subject/1307394/,8.8,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg
谍影重重2,https://movie.douban.com/subject/1308767/,8.7,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg
白日梦想家,https://movie.douban.com/subject/2133323/,8.6,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2160195181.jpg
哈利·波特与凤凰社,https://movie.douban.com/subject/1457217/,8.5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443403700.jpg
弱点,https://movie.douban.com/subject/3552028/,8.7,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2577248102.jpg
蜘蛛侠：平行宇宙,https://movie.douban.com/subject/26374197/,8.6,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2543465022.jpg
谍影重重,https://movie.douban.com/subject/1304102/,8.6,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg
阿飞正传,https://movie.douban.com/subject/1305690/,8.5,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg
朗读者,https://movie.douban.com/subject/2213597/,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg
燃情岁月,https://movie.douban.com/subject/1295865/,8.7,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2797313535.jpg
再次出发之纽约遇见你,https://movie.douban.com/subject/6874403/,8.6,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg
高山下的花环,https://movie.douban.com/subject/1422283/,9.5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2319879389.jpg
香水,https://movie.douban.com/subject/1760622/,8.5,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg
